"","Start","ID","Type","Via","Altitude(ft/m)","Position (lat/long)","Distance (leg/total)","Name","URL"
"4754","•","KT","NDB","-","0 / 0","10.05178 / 98.54967","16  / 503 nm","KAWTHOUNG NDB","https://flightplandatabase.com/plan/301915"
"4755","•","BOKPY","FIX","V6 (AWY-HI)","0 / 0","11.15000 / 98.73333","66  / 570 nm","","https://flightplandatabase.com/plan/301915"
"4756","•","ME","NDB","V6 (AWY-LO)","0 / 0","12.44997 / 98.62297","78  / 649 nm","MYEIK NDB","https://flightplandatabase.com/plan/301915"
"4757","•","BGO","VOR","-","0 / 0","17.31961 / 96.51647","316  / 966 nm","BAGO VOR-DME","https://flightplandatabase.com/plan/301915"
"4758","•","HGU","VOR","-","0 / 0","17.08464 / 96.24817","20  / 986 nm","HLEGU VOR-DME","https://flightplandatabase.com/plan/301915"
"4759","O","VYYY","APT","-","0 / 0","16.91084 / 96.13568","12  / 999 nm","YANGON INTL","https://flightplandatabase.com/plan/301915"
"4760","O","WMKK","APT","-","0 / 0","2.74558 / 101.70991","- / 0 nm","Kuala Lumpur Intl - Sepang","https://flightplandatabase.com/plan/299595"
"4761","•","AGOSA","FIX","-","0 / 0","3.14472 / 101.22028","37  / 37 nm","","https://flightplandatabase.com/plan/299595"
"4762","•","BILIK","FIX","A457 (AWY-LO)","0 / 0","3.34528 / 101.12750","13  / 51 nm","","https://flightplandatabase.com/plan/299595"
"4763","•","SUKAT","FIX","A457 (AWY-LO)","0 / 0","3.59028 / 101.02000","16  / 67 nm","","https://flightplandatabase.com/plan/299595"
"4764","•","TEPUS","FIX","A457 (AWY-LO)","0 / 0","4.17028 / 100.75917","38  / 105 nm","","https://flightplandatabase.com/plan/299595"
"4765","•","VPG","VOR","A457 (AWY-LO)","0 / 0","5.27964 / 100.26039","73  / 178 nm","PENANG VOR-DME","https://flightplandatabase.com/plan/299595"
"4766","•","VPL","VOR","B579 (AWY-LO)","0 / 0","6.35542 / 99.74739","71  / 249 nm","LANGKAWI VOR-DME","https://flightplandatabase.com/plan/299595"
"4767","•","DALAN","FIX","B579 (AWY-LO)","0 / 0","6.46889 / 99.65556","8  / 258 nm","","https://flightplandatabase.com/plan/299595"
"4768","•","PUT","VOR","B579 (AWY-LO)","0 / 0","8.11523 / 98.30630","127  / 386 nm","PHUKET VOR-DME","https://flightplandatabase.com/plan/299595"
"4769","•","PADET","FIX","G331 (AWY-LO)","0 / 0","10.00000 / 98.29167","113  / 499 nm","","https://flightplandatabase.com/plan/299595"
"4770","•","DWI","NDB","G331 (AWY-LO)","0 / 0","14.11542 / 98.20300","247  / 746 nm","DAWEI NDB","https://flightplandatabase.com/plan/299595"
"4771","•","BGO","VOR","-","0 / 0","17.31961 / 96.51647","215  / 962 nm","BAGO VOR-DME","https://flightplandatabase.com/plan/299595"
"4772","•","HGU","VOR","-","0 / 0","17.08464 / 96.24817","20  / 983 nm","HLEGU VOR-DME","https://flightplandatabase.com/plan/299595"
"4773","O","VYYY","APT","-","0 / 0","16.91084 / 96.13568","12  / 995 nm","YANGON INTL","https://flightplandatabase.com/plan/299595"
"4774","O","WMKK","APT","-","0 / 0","2.73859 / 101.70300","- / 0 nm","Kuala Lumpur Intl - Sepang","https://flightplandatabase.com/plan/1291830"
"4775","•","ANSOM","FIX","-","300 / 91","4.07333 / 101.53900","80  / 80 nm","","https://flightplandatabase.com/plan/1291830"
"4776","•","VIH","VOR","R325 (AWY-HI)","300 / 91","4.57303 / 101.09400","40  / 120 nm","IPOH","https://flightplandatabase.com/plan/1291830"
"4777","•","VAS","VOR","R325 (AWY-HI)","300 / 91","6.18567 / 100.39700","105  / 226 nm","ALOR","https://flightplandatabase.com/plan/1291830"
"4778","•","TAMOS","FIX","A457 (AWY-HI)","300 / 91","6.53553 / 100.40200","21  / 247 nm","","https://flightplandatabase.com/plan/1291830"
"4779","•","HTY","VOR","A457 (AWY-HI)","300 / 91","6.93410 / 100.38800","23  / 271 nm","HAT","https://flightplandatabase.com/plan/1291830"
"4780","•","DANDO","FIX","Y9 (AWY-HI)","300 / 91","7.51499 / 100.34000","35  / 306 nm","","https://flightplandatabase.com/plan/1291830"
"4781","•","PINUN","FIX","M769 (AWY-HI)","300 / 91","9.47366 / 100.38500","117  / 423 nm","","https://flightplandatabase.com/plan/1291830"
"4782","•","SORTO","FIX","M769 (AWY-HI)","300 / 91","9.89812 / 100.39500","25  / 449 nm","","https://flightplandatabase.com/plan/1291830"
"4783","•","MENEX","FIX","M626 (AWY-HI)","300 / 91","11.14190 / 99.76180","83  / 532 nm","","https://flightplandatabase.com/plan/1291830"
"4784","•","EKAVO","FIX","M626 (AWY-HI)","300 / 91","11.62680 / 99.50690","32  / 565 nm","","https://flightplandatabase.com/plan/1291830"
"4785","•","DALER","FIX","M626 (AWY-HI)","300 / 91","13.49430 / 98.52440","126  / 691 nm","","https://flightplandatabase.com/plan/1291830"
"4786","•","DWI","VOR","M626 (AWY-HI)","300 / 91","14.09820 / 98.19970","40  / 732 nm","DAWEI","https://flightplandatabase.com/plan/1291830"
"4787","•","KAKIE","FIX","M626 (AWY-HI)","300 / 91","14.94350 / 97.76230","56  / 789 nm","","https://flightplandatabase.com/plan/1291830"
"4788","•","POXEM","FIX","M626 (AWY-HI)","300 / 91","15.44310 / 97.49640","33  / 823 nm","","https://flightplandatabase.com/plan/1291830"
"4789","•","PUMEK","FIX","-","300 / 91","15.91810 / 97.54640","28  / 851 nm","","https://flightplandatabase.com/plan/1291830"
"4790","O","VYYY","APT","-","0 / 0","16.91080 / 96.13570","100  / 952 nm","YANGON INTL","https://flightplandatabase.com/plan/1291830"
"4791","O","VYYY","APT","-","0 / 0","16.91080 / 96.13570","- / 0 nm","YANGON INTL","https://flightplandatabase.com/plan/1257922"
"4792","•","PUMEK","FIX","-","35,000 / 10,668","15.91810 / 97.54640","100  / 100 nm","","https://flightplandatabase.com/plan/1257922"
"4793","•","POXEM","FIX","-","35,000 / 10,668","15.44310 / 97.49640","28  / 129 nm","","https://flightplandatabase.com/plan/1257922"
"4794","•","KAKIE","FIX","M626 (AWY-HI)","35,000 / 10,668","14.94350 / 97.76230","33  / 163 nm","","https://flightplandatabase.com/plan/1257922"
"4795","•","DWI","VOR","M626 (AWY-HI)","35,000 / 10,668","14.09820 / 98.19970","56  / 219 nm","DAWEI","https://flightplandatabase.com/plan/1257922"
"4796","•","DALER","FIX","M626 (AWY-HI)","35,000 / 10,668","13.49430 / 98.52440","40  / 260 nm","","https://flightplandatabase.com/plan/1257922"
"4797","•","EKAVO","FIX","M626 (AWY-HI)","35,000 / 10,668","11.62680 / 99.50690","126  / 386 nm","","https://flightplandatabase.com/plan/1257922"
"4798","•","MENEX","FIX","M626 (AWY-HI)","35,000 / 10,668","11.14190 / 99.76180","32  / 419 nm","","https://flightplandatabase.com/plan/1257922"
"4799","•","SORTO","FIX","M626 (AWY-HI)","35,000 / 10,668","9.89812 / 100.39500","83  / 503 nm","","https://flightplandatabase.com/plan/1257922"
"4800","•","UPNEP","FIX","M626 (AWY-HI)","35,000 / 10,668","9.70364 / 100.49300","13  / 516 nm","","https://flightplandatabase.com/plan/1257922"
"4801","•","RELIP","FIX","A464 (AWY-HI)","35,000 / 10,668","8.07542 / 100.43800","97  / 614 nm","","https://flightplandatabase.com/plan/1257922"
"4802","•","HTY","VOR","A464 (AWY-HI)","35,000 / 10,668","6.93410 / 100.38800","68  / 682 nm","HAT","https://flightplandatabase.com/plan/1257922"
"4803","•","KARMI","FIX","A464 (AWY-HI)","35,000 / 10,668","6.49444 / 100.52200","27  / 710 nm","","https://flightplandatabase.com/plan/1257922"
"4804","•","VIH","VOR","A464 (AWY-HI)","24,800 / 7,559","4.57303 / 101.09400","120  / 830 nm","IPOH","https://flightplandatabase.com/plan/1257922"
"4805","•","DAKUS","FIX","A464 (AWY-HI)","14,500 / 4,420","3.80389 / 101.31700","48  / 878 nm","","https://flightplandatabase.com/plan/1257922"
"4806","O","WMKK","APT","-","0 / 0","2.73859 / 101.70300","68  / 946 nm","Kuala Lumpur Intl - Sepang","https://flightplandatabase.com/plan/1257922"
"4807","O","WMKK","APT","-","0 / 0","2.74558 / 101.70991","- / 0 nm","Kuala Lumpur Intl - Sepang","https://flightplandatabase.com/plan/741458"
"4808","•","DAKUS","FIX","-","24,200 / 7,376","3.80389 / 101.31750","67  / 67 nm","","https://flightplandatabase.com/plan/741458"
"4809","•","VIH","VOR","A464 (AWY-LO)","35,000 / 10,668","4.57303 / 101.09361","48  / 115 nm","IPOH VOR-DME","https://flightplandatabase.com/plan/741458"
"4810","•","KARMI","FIX","A464 (AWY-LO)","35,000 / 10,668","6.49444 / 100.52250","120  / 236 nm","","https://flightplandatabase.com/plan/741458"
"4811","•","HTY","VOR","A464 (AWY-LO)","35,000 / 10,668","6.93410 / 100.38791","27  / 263 nm","HAT YAI VOR-DME","https://flightplandatabase.com/plan/741458"
"4812","•","RELIP","FIX","A464 (AWY-LO)","35,000 / 10,668","8.07542 / 100.43846","68  / 332 nm","","https://flightplandatabase.com/plan/741458"
"4813","•","UPNEP","FIX","A464 (AWY-LO)","35,000 / 10,668","9.70364 / 100.49344","97  / 430 nm","","https://flightplandatabase.com/plan/741458"
"4814","•","MENEX","FIX","B463 (AWY-LO)","35,000 / 10,668","11.14186 / 99.76183","96  / 526 nm","","https://flightplandatabase.com/plan/741458"
"4815","•","EKAVO","FIX","B463 (AWY-LO)","35,000 / 10,668","11.62669 / 99.50622","32  / 559 nm","","https://flightplandatabase.com/plan/741458"
"4816","•","DWI","VOR","B463 (AWY-LO)","35,000 / 10,668","14.09819 / 98.19967","166  / 726 nm","DAWEI VOR-DME","https://flightplandatabase.com/plan/741458"
"4817","•","POXEM","FIX","B463 (AWY-LO)","25,400 / 7,742","15.44308 / 97.49639","90  / 817 nm","","https://flightplandatabase.com/plan/741458"
"4818","•","DOMAP","FIX","B463 (AWY-LO)","21,700 / 6,614","15.70142 / 97.36306","17  / 834 nm","","https://flightplandatabase.com/plan/741458"
"4819","O","VYYY","APT","-","0 / 0","16.91084 / 96.13568","101  / 935 nm","YANGON INTL","https://flightplandatabase.com/plan/741458"
"4820","O","WMKK","APT","-","0 / 0","2.74558 / 101.70991","- / 0 nm","Kuala Lumpur Intl - Sepang","https://flightplandatabase.com/plan/818317"
"4821","•","DAKUS","FIX","-","24,200 / 7,376","3.80389 / 101.31750","67  / 67 nm","","https://flightplandatabase.com/plan/818317"
"4822","•","VIH","VOR","A464 (AWY-LO)","35,000 / 10,668","4.57303 / 101.09361","48  / 115 nm","IPOH VOR-DME","https://flightplandatabase.com/plan/818317"
"4823","•","KARMI","FIX","A464 (AWY-LO)","35,000 / 10,668","6.49444 / 100.52250","120  / 236 nm","","https://flightplandatabase.com/plan/818317"
"4824","•","HTY","VOR","A464 (AWY-LO)","35,000 / 10,668","6.93410 / 100.38791","27  / 263 nm","HAT YAI VOR-DME","https://flightplandatabase.com/plan/818317"
"4825","•","RELIP","FIX","A464 (AWY-LO)","35,000 / 10,668","8.07542 / 100.43846","68  / 332 nm","","https://flightplandatabase.com/plan/818317"
"4826","•","UPNEP","FIX","A464 (AWY-LO)","35,000 / 10,668","9.70364 / 100.49344","97  / 430 nm","","https://flightplandatabase.com/plan/818317"
"4827","•","MENEX","FIX","B463 (AWY-LO)","35,000 / 10,668","11.14186 / 99.76183","96  / 526 nm","","https://flightplandatabase.com/plan/818317"
"4828","•","EKAVO","FIX","B463 (AWY-LO)","35,000 / 10,668","11.62669 / 99.50622","32  / 559 nm","","https://flightplandatabase.com/plan/818317"
"4829","•","DWI","VOR","B463 (AWY-LO)","35,000 / 10,668","14.09819 / 98.19967","166  / 726 nm","DAWEI VOR-DME","https://flightplandatabase.com/plan/818317"
"4830","•","POXEM","FIX","B463 (AWY-LO)","25,400 / 7,742","15.44308 / 97.49639","90  / 817 nm","","https://flightplandatabase.com/plan/818317"
"4831","•","DOMAP","FIX","B463 (AWY-LO)","21,700 / 6,614","15.70142 / 97.36306","17  / 834 nm","","https://flightplandatabase.com/plan/818317"
"4832","O","VYYY","APT","-","0 / 0","16.91084 / 96.13568","101  / 935 nm","YANGON INTL","https://flightplandatabase.com/plan/818317"
"4833","O","WMKK","APT","-","0 / 0","2.74558 / 101.70991","- / 0 nm","Kuala Lumpur Intl - Sepang","https://flightplandatabase.com/plan/299416"
"4834","•","DAKUS","FIX","-","24,200 / 7,376","3.80389 / 101.31750","67  / 67 nm","","https://flightplandatabase.com/plan/299416"
"4835","•","VIH","VOR","A464 (AWY-LO)","34,000 / 10,363","4.57303 / 101.09361","48  / 115 nm","IPOH VOR-DME","https://flightplandatabase.com/plan/299416"
"4836","•","KARMI","FIX","A464 (AWY-LO)","34,000 / 10,363","6.49444 / 100.52250","120  / 236 nm","","https://flightplandatabase.com/plan/299416"
"4837","•","HTY","VOR","A464 (AWY-LO)","34,000 / 10,363","6.93410 / 100.38791","27  / 263 nm","HAT YAI VOR-DME","https://flightplandatabase.com/plan/299416"
"4838","•","RELIP","FIX","A464 (AWY-LO)","35,000 / 10,668","8.07542 / 100.43846","68  / 332 nm","","https://flightplandatabase.com/plan/299416"
"4839","•","UPNEP","FIX","A464 (AWY-LO)","35,000 / 10,668","9.70364 / 100.49344","97  / 430 nm","","https://flightplandatabase.com/plan/299416"
"4840","•","MENEX","FIX","B463 (AWY-LO)","34,000 / 10,363","11.14186 / 99.76183","96  / 526 nm","","https://flightplandatabase.com/plan/299416"
"4841","•","EKAVO","FIX","B463 (AWY-LO)","34,000 / 10,363","11.62669 / 99.50622","32  / 559 nm","","https://flightplandatabase.com/plan/299416"
"4842","•","DWI","VOR","B463 (AWY-LO)","34,000 / 10,363","14.09819 / 98.19967","166  / 726 nm","DAWEI VOR-DME","https://flightplandatabase.com/plan/299416"
"4843","•","POXEM","FIX","B463 (AWY-LO)","24,400 / 7,437","15.44308 / 97.49639","90  / 817 nm","","https://flightplandatabase.com/plan/299416"
"4844","•","DOMAP","FIX","B463 (AWY-LO)","20,700 / 6,309","15.70142 / 97.36306","17  / 834 nm","","https://flightplandatabase.com/plan/299416"
"4845","O","VYYY","APT","-","0 / 0","16.91084 / 96.13568","101  / 935 nm","YANGON INTL","https://flightplandatabase.com/plan/299416"
"4846","O","WMKK","APT","-","0 / 0","2.74558 / 101.70991","- / 0 nm","Kuala Lumpur Intl - Sepang","https://flightplandatabase.com/plan/299420"
"4847","•","DAKUS","FIX","-","24,200 / 7,376","3.80389 / 101.31750","67  / 67 nm","","https://flightplandatabase.com/plan/299420"
"4848","•","VIH","VOR","A464 (AWY-LO)","34,000 / 10,363","4.57303 / 101.09361","48  / 115 nm","IPOH VOR-DME","https://flightplandatabase.com/plan/299420"
"4849","•","KARMI","FIX","A464 (AWY-LO)","34,000 / 10,363","6.49444 / 100.52250","120  / 236 nm","","https://flightplandatabase.com/plan/299420"
"4850","•","HTY","VOR","A464 (AWY-LO)","34,000 / 10,363","6.93410 / 100.38791","27  / 263 nm","HAT YAI VOR-DME","https://flightplandatabase.com/plan/299420"
"4851","•","RELIP","FIX","A464 (AWY-LO)","35,000 / 10,668","8.07542 / 100.43846","68  / 332 nm","","https://flightplandatabase.com/plan/299420"
"4852","•","UPNEP","FIX","A464 (AWY-LO)","35,000 / 10,668","9.70364 / 100.49344","97  / 430 nm","","https://flightplandatabase.com/plan/299420"
"4853","•","MENEX","FIX","B463 (AWY-LO)","34,000 / 10,363","11.14186 / 99.76183","96  / 526 nm","","https://flightplandatabase.com/plan/299420"
"4854","•","EKAVO","FIX","B463 (AWY-LO)","34,000 / 10,363","11.62669 / 99.50622","32  / 559 nm","","https://flightplandatabase.com/plan/299420"
"4855","•","DWI","VOR","B463 (AWY-LO)","34,000 / 10,363","14.09819 / 98.19967","166  / 726 nm","DAWEI VOR-DME","https://flightplandatabase.com/plan/299420"
"4856","•","POXEM","FIX","B463 (AWY-LO)","24,400 / 7,437","15.44308 / 97.49639","90  / 817 nm","","https://flightplandatabase.com/plan/299420"
"4857","•","DOMAP","FIX","B463 (AWY-LO)","20,700 / 6,309","15.70142 / 97.36306","17  / 834 nm","","https://flightplandatabase.com/plan/299420"
"4858","O","VYYY","APT","-","0 / 0","16.91084 / 96.13568","101  / 935 nm","YANGON INTL","https://flightplandatabase.com/plan/299420"
"4859","O","WMKK","APT","-","0 / 0","2.74558 / 101.70991","- / 0 nm","Kuala Lumpur Intl - Sepang","https://flightplandatabase.com/plan/300971"
"4860","•","DAKUS","FIX","-","24,200 / 7,376","3.80389 / 101.31750","67  / 67 nm","","https://flightplandatabase.com/plan/300971"
"4861","•","VIH","VOR","A464 (AWY-HI)","34,000 / 10,363","4.57303 / 101.09361","48  / 115 nm","IPOH VOR-DME","https://flightplandatabase.com/plan/300971"
"4862","•","KARMI","FIX","A464 (AWY-HI)","34,000 / 10,363","6.49444 / 100.52250","120  / 236 nm","","https://flightplandatabase.com/plan/300971"
"4863","•","HTY","VOR","A464 (AWY-HI)","34,000 / 10,363","6.93410 / 100.38791","27  / 263 nm","HAT YAI VOR-DME","https://flightplandatabase.com/plan/300971"
"4864","•","RELIP","FIX","A464 (AWY-HI)","35,000 / 10,668","8.07542 / 100.43846","68  / 332 nm","","https://flightplandatabase.com/plan/300971"
"4865","•","UPNEP","FIX","A464 (AWY-HI)","35,000 / 10,668","9.70364 / 100.49344","97  / 430 nm","","https://flightplandatabase.com/plan/300971"
"4866","•","MENEX","FIX","B463 (AWY-HI)","34,000 / 10,363","11.14186 / 99.76183","96  / 526 nm","","https://flightplandatabase.com/plan/300971"
"4867","•","EKAVO","FIX","B463 (AWY-HI)","34,000 / 10,363","11.62669 / 99.50622","32  / 559 nm","","https://flightplandatabase.com/plan/300971"
"4868","•","DWI","VOR","B463 (AWY-HI)","34,000 / 10,363","14.09819 / 98.19967","166  / 726 nm","DAWEI VOR-DME","https://flightplandatabase.com/plan/300971"
"4869","•","POXEM","FIX","B463 (AWY-HI)","24,400 / 7,437","15.44308 / 97.49639","90  / 817 nm","","https://flightplandatabase.com/plan/300971"
"4870","•","DOMAP","FIX","B463 (AWY-HI)","20,700 / 6,309","15.70142 / 97.36306","17  / 834 nm","","https://flightplandatabase.com/plan/300971"
"4871","O","VYYY","APT","-","0 / 0","16.91084 / 96.13568","101  / 935 nm","YANGON INTL","https://flightplandatabase.com/plan/300971"
"4872","O","WMKK","APT","-","0 / 0","2.74558 / 101.70991","- / 0 nm","Kuala Lumpur Intl - Sepang","https://flightplandatabase.com/plan/826806"
"4873","•","DAKUS","FIX","-","24,200 / 7,376","3.80389 / 101.31750","67  / 67 nm","","https://flightplandatabase.com/plan/826806"
"4874","•","VIH","VOR","A464 (AWY-LO)","35,000 / 10,668","4.57303 / 101.09361","48  / 115 nm","IPOH VOR-DME","https://flightplandatabase.com/plan/826806"
"4875","•","KARMI","FIX","A464 (AWY-LO)","35,000 / 10,668","6.49444 / 100.52250","120  / 236 nm","","https://flightplandatabase.com/plan/826806"
"4876","•","HTY","VOR","A464 (AWY-LO)","35,000 / 10,668","6.93410 / 100.38791","27  / 263 nm","HAT YAI VOR-DME","https://flightplandatabase.com/plan/826806"
"4877","•","RELIP","FIX","A464 (AWY-LO)","35,000 / 10,668","8.07542 / 100.43846","68  / 332 nm","","https://flightplandatabase.com/plan/826806"
"4878","•","UPNEP","FIX","A464 (AWY-LO)","35,000 / 10,668","9.70364 / 100.49344","97  / 430 nm","","https://flightplandatabase.com/plan/826806"
"4879","•","MENEX","FIX","B463 (AWY-LO)","35,000 / 10,668","11.14186 / 99.76183","96  / 526 nm","","https://flightplandatabase.com/plan/826806"
"4880","•","EKAVO","FIX","B463 (AWY-LO)","35,000 / 10,668","11.62669 / 99.50622","32  / 559 nm","","https://flightplandatabase.com/plan/826806"
"4881","•","DWI","VOR","B463 (AWY-LO)","35,000 / 10,668","14.09819 / 98.19967","166  / 726 nm","DAWEI VOR-DME","https://flightplandatabase.com/plan/826806"
"4882","•","POXEM","FIX","B463 (AWY-LO)","25,400 / 7,742","15.44308 / 97.49639","90  / 817 nm","","https://flightplandatabase.com/plan/826806"
"4883","•","DOMAP","FIX","B463 (AWY-LO)","21,700 / 6,614","15.70142 / 97.36306","17  / 834 nm","","https://flightplandatabase.com/plan/826806"
"4884","O","VYYY","APT","-","0 / 0","16.91084 / 96.13568","101  / 935 nm","YANGON INTL","https://flightplandatabase.com/plan/826806"
"4885","O","VYYY","APT","-","0 / 0","16.91084 / 96.13568","- / 0 nm","YANGON INTL","https://flightplandatabase.com/plan/822971"
"4886","•","DOMAP","FIX","-","35,000 / 10,668","15.70142 / 97.36306","101  / 101 nm","","https://flightplandatabase.com/plan/822971"
"4887","•","POXEM","FIX","B463 (AWY-LO)","35,000 / 10,668","15.44308 / 97.49639","17  / 118 nm","","https://flightplandatabase.com/plan/822971"
"4888","•","DWI","VOR","B463 (AWY-LO)","35,000 / 10,668","14.09819 / 98.19967","90  / 209 nm","DAWEI VOR-DME","https://flightplandatabase.com/plan/822971"
"4889","•","EKAVO","FIX","B463 (AWY-LO)","35,000 / 10,668","11.62669 / 99.50622","166  / 376 nm","","https://flightplandatabase.com/plan/822971"
"4890","•","MENEX","FIX","B463 (AWY-LO)","35,000 / 10,668","11.14186 / 99.76183","32  / 408 nm","","https://flightplandatabase.com/plan/822971"
"4891","•","UPNEP","FIX","B463 (AWY-LO)","35,000 / 10,668","9.70364 / 100.49344","96  / 505 nm","","https://flightplandatabase.com/plan/822971"
"4892","•","RELIP","FIX","A464 (AWY-LO)","35,000 / 10,668","8.07542 / 100.43846","97  / 603 nm","","https://flightplandatabase.com/plan/822971"
"4893","•","HTY","VOR","A464 (AWY-LO)","35,000 / 10,668","6.93410 / 100.38791","68  / 672 nm","HAT YAI VOR-DME","https://flightplandatabase.com/plan/822971"
"4894","•","KARMI","FIX","A464 (AWY-LO)","35,000 / 10,668","6.49444 / 100.52250","27  / 699 nm","","https://flightplandatabase.com/plan/822971"
"4895","•","VIH","VOR","A464 (AWY-LO)","24,800 / 7,559","4.57303 / 101.09361","120  / 819 nm","IPOH VOR-DME","https://flightplandatabase.com/plan/822971"
"4896","•","DAKUS","FIX","A464 (AWY-LO)","14,500 / 4,420","3.80389 / 101.31750","48  / 868 nm","","https://flightplandatabase.com/plan/822971"
"4897","O","WMKK","APT","-","0 / 0","2.74558 / 101.70991","67  / 935 nm","Kuala Lumpur Intl - Sepang","https://flightplandatabase.com/plan/822971"
"4898","O","WMKK","APT","-","0 / 0","2.74558 / 101.70991","- / 0 nm","Kuala Lumpur Intl - Sepang","https://flightplandatabase.com/plan/572620"
"4899","•","DAKUS","FIX","-","24,200 / 7,376","3.80389 / 101.31750","67  / 67 nm","","https://flightplandatabase.com/plan/572620"
"4900","•","VIH","VOR","A464 (AWY-LO)","35,000 / 10,668","4.57303 / 101.09361","48  / 115 nm","IPOH VOR-DME","https://flightplandatabase.com/plan/572620"
"4901","•","KARMI","FIX","A464 (AWY-LO)","35,000 / 10,668","6.49444 / 100.52250","120  / 236 nm","","https://flightplandatabase.com/plan/572620"
"4902","•","HTY","VOR","A464 (AWY-LO)","35,000 / 10,668","6.93410 / 100.38791","27  / 263 nm","HAT YAI VOR-DME","https://flightplandatabase.com/plan/572620"
"4903","•","RELIP","FIX","A464 (AWY-LO)","35,000 / 10,668","8.07542 / 100.43846","68  / 332 nm","","https://flightplandatabase.com/plan/572620"
"4904","•","UPNEP","FIX","A464 (AWY-LO)","35,000 / 10,668","9.70364 / 100.49344","97  / 430 nm","","https://flightplandatabase.com/plan/572620"
"4905","•","MENEX","FIX","B463 (AWY-LO)","35,000 / 10,668","11.14186 / 99.76183","96  / 526 nm","","https://flightplandatabase.com/plan/572620"
"4906","•","EKAVO","FIX","B463 (AWY-LO)","35,000 / 10,668","11.62669 / 99.50622","32  / 559 nm","","https://flightplandatabase.com/plan/572620"
"4907","•","DWI","VOR","B463 (AWY-LO)","35,000 / 10,668","14.09819 / 98.19967","166  / 726 nm","DAWEI VOR-DME","https://flightplandatabase.com/plan/572620"
"4908","•","POXEM","FIX","B463 (AWY-LO)","25,400 / 7,742","15.44308 / 97.49639","90  / 817 nm","","https://flightplandatabase.com/plan/572620"
"4909","•","DOMAP","FIX","B463 (AWY-LO)","21,700 / 6,614","15.70142 / 97.36306","17  / 834 nm","","https://flightplandatabase.com/plan/572620"
"4910","O","VYYY","APT","-","0 / 0","16.91084 / 96.13568","101  / 935 nm","YANGON INTL","https://flightplandatabase.com/plan/572620"
"4911","O","VYYY","APT","-","0 / 0","16.91084 / 96.13568","- / 0 nm","YANGON INTL","https://flightplandatabase.com/plan/730834"
"4912","•","DOMAP","FIX","-","35,000 / 10,668","15.70142 / 97.36306","101  / 101 nm","","https://flightplandatabase.com/plan/730834"
"4913","•","POXEM","FIX","B463 (AWY-HI)","35,000 / 10,668","15.44308 / 97.49639","17  / 118 nm","","https://flightplandatabase.com/plan/730834"
"4914","•","DWI","VOR","B463 (AWY-HI)","35,000 / 10,668","14.09819 / 98.19967","90  / 209 nm","DAWEI VOR-DME","https://flightplandatabase.com/plan/730834"
"4915","•","EKAVO","FIX","B463 (AWY-HI)","35,000 / 10,668","11.62669 / 99.50622","166  / 376 nm","","https://flightplandatabase.com/plan/730834"
"4916","•","MENEX","FIX","B463 (AWY-HI)","35,000 / 10,668","11.14186 / 99.76183","32  / 408 nm","","https://flightplandatabase.com/plan/730834"
"4917","•","UPNEP","FIX","B463 (AWY-HI)","35,000 / 10,668","9.70364 / 100.49344","96  / 505 nm","","https://flightplandatabase.com/plan/730834"
"4918","•","RELIP","FIX","A464 (AWY-HI)","35,000 / 10,668","8.07542 / 100.43846","97  / 603 nm","","https://flightplandatabase.com/plan/730834"
"4919","•","HTY","VOR","A464 (AWY-HI)","35,000 / 10,668","6.93410 / 100.38791","68  / 672 nm","HAT YAI VOR-DME","https://flightplandatabase.com/plan/730834"
"4920","•","KARMI","FIX","A464 (AWY-HI)","35,000 / 10,668","6.49444 / 100.52250","27  / 699 nm","","https://flightplandatabase.com/plan/730834"
"4921","•","VIH","VOR","A464 (AWY-HI)","24,800 / 7,559","4.57303 / 101.09361","120  / 819 nm","IPOH VOR-DME","https://flightplandatabase.com/plan/730834"
"4922","•","DAKUS","FIX","A464 (AWY-HI)","14,500 / 4,420","3.80389 / 101.31750","48  / 868 nm","","https://flightplandatabase.com/plan/730834"
"4923","O","WMKK","APT","-","0 / 0","2.74558 / 101.70991","67  / 935 nm","Kuala Lumpur Intl - Sepang","https://flightplandatabase.com/plan/730834"
"4924","O","WMKK","APT","-","0 / 0","2.74558 / 101.70991","- / 0 nm","Kuala Lumpur Intl - Sepang","https://flightplandatabase.com/plan/827091"
"4925","•","DAKUS","FIX","-","24,200 / 7,376","3.80389 / 101.31750","67  / 67 nm","","https://flightplandatabase.com/plan/827091"
"4926","•","VIH","VOR","A464 (AWY-HI)","35,000 / 10,668","4.57303 / 101.09361","48  / 115 nm","IPOH VOR-DME","https://flightplandatabase.com/plan/827091"
"4927","•","KARMI","FIX","A464 (AWY-HI)","35,000 / 10,668","6.49444 / 100.52250","120  / 236 nm","","https://flightplandatabase.com/plan/827091"
"4928","•","HTY","VOR","A464 (AWY-HI)","35,000 / 10,668","6.93410 / 100.38791","27  / 263 nm","HAT YAI VOR-DME","https://flightplandatabase.com/plan/827091"
"4929","•","RELIP","FIX","A464 (AWY-HI)","35,000 / 10,668","8.07542 / 100.43846","68  / 332 nm","","https://flightplandatabase.com/plan/827091"
"4930","•","UPNEP","FIX","A464 (AWY-HI)","35,000 / 10,668","9.70364 / 100.49344","97  / 430 nm","","https://flightplandatabase.com/plan/827091"
